"""","01農林水産業","02鉱業","03製造業","04建設","05電力・ガス・水道","06商業","07金融・保険","08不動産","09運輸・郵便","10情報通信","11公務","12サ－ビス","13分類不明","（平均）_内生部門計"
"粗付加価値部門計","0.5639128764706719","0.38891257995735606","0.26226009350077023","0.44822241064284607","0.23855422693506473","0.662526355514353","0.6633674844580985","0.8102603780905019","0.45207616502421916","0.5205756620545435","0.6943632534731449","0.6232835604281971","0.0","0.441672259837138"
